VWAP,Volume,EMA
4380.63,622541.0,4380.63
4527.6,1669243.0,4402.6755
4621.28,517467.0,4435.466175
4619.84,315190.0,4463.122248749999
4629.15,327040.0,4488.026411437499
4606.56,252710.0,4505.806449721874
4624.97,284415.0,4523.680982263593
4626.34,207919.0,4539.079834924054
4596.81,185536.0,4547.739359685446
4604.6,245495.0,4556.268455732629
4561.66,197822.0,4557.077187372734
4589.98,160313.0,4562.012609266824
4541.54,203456.0,4558.941717876801
4469.39,308681.0,4545.50896019528
4485.12,229380.0,4536.450616165988
4502.71,262918.0,4531.38952374109
4448.86,210031.0,4519.010095179926
4446.01,234456.0,4508.060080902937
4406.11,162723.0,4492.767568767496
4442.67,349283.0,4485.2529334523715
4382.03,331092.0,4469.769493434515
4386.29,147032.0,4457.247569419338
4407.92,212204.0,4449.848434006437
4315.8,681562.0,4429.741168905472
4343.4,228626.0,4416.7899935696505
4319.79,242653.0,4402.239994534202
4317.86,367075.0,4389.5829953540715
4318.09,282671.0,4378.85904605096
4304.67,197998.0,4367.730689143316
4266.84,195193.0,4352.5970857718185
4290.71,260044.0,4343.3140229060455
4349.14,294948.0,4344.187919470139
4300.11,176552.0,4337.576231549618
4310.59,231876.0,4333.528296817175
4248.84,146015.0,4320.825052294598
4232.55,197372.0,4307.583794450408
4205.41,198393.0,4292.257725282847
4217.74,283791.0,4281.08006649042
4188.3,224554.0,4267.163056516857
4240.34,316461.0,4263.139598039328
4300.24,244995.0,4268.704658333429
4307.11,365323.0,4274.4654595834145
4335.15,390846.0,4283.568140645902
4301.67,208718.0,4286.283419549016
4278.2,253654.0,4285.070906616663
4289.46,248398.0,4285.729270624163
4275.29,325329.0,4284.163380030539
4287.05,454438.0,4284.596373025958
4338.2,631457.0,4292.6369170720645
4332.34,190132.0,4298.592379511255
4293.56,347248.0,4297.837522584567
4270.48,164008.0,4293.733894196881
4287.23,273401.0,4292.758310067349
4311.73,182843.0,4295.604063557246
4375.27,353719.0,4307.553954023659
4394.42,306037.0,4320.583860920109
4416.04,179769.0,4334.902281782093
4506.44,482939.0,4360.632939514779
4543.05,261449.0,4387.995498587561
4508.55,525015.0,4406.078673799427
4561.24,244670.0,4429.3528727295125
4614.4,332347.0,4457.109941820086
4622.09,831450.0,4481.856950547072
4604.45,367650.0,4500.245907965011
4620.7,368807.0,4518.3140217702585
4628.92,282060.0,4534.90491850472
4648.99,311033.0,4552.017680729012
4651.66,276965.0,4566.96402861966
4637.45,263119.0,4577.5369243267105
4620.54,268353.0,4583.987385677704
4601.12,155214.0,4586.557277826048
4508.93,367664.0,4574.913186152141
4508.44,172174.0,4564.9422082293195
4533.88,297514.0,4560.282876994922
4539.63,302733.0,4557.184945445683
4602.18,861989.0,4563.934203628831
4598.32,231911.0,4569.0920730845055
4589.14,194968.0,4572.099262121829
4592.55,199772.0,4575.166872803555
4644.91,1536463.0,4585.628341883021
4618.13,188427.0,4590.503590600568
4671.64,359550.0,4602.674052010482
4694.98,349558.0,4616.51994420891
4697.09,185910.0,4628.6054525775735
4856.69,1390193.0,4662.818134690938
4880.44,381452.0,4695.461414487297
4914.24,820375.0,4728.278202314203
4891.19,233763.0,4752.7149719670715
4935.51,326814.0,4780.13422617201
4951.03,234174.0,4805.768592246209
4980.98,452909.0,4832.050303409277
5026.94,407485.0,4861.283757897886
5039.63,197576.0,4888.035694213203
5034.47,251372.0,4910.000840081223
5069.98,272200.0,4933.99771406904
5019.82,145196.0,4946.871056958684
4965.79,191942.0,4949.70889841488
4986.66,179192.0,4955.251563652648
4975.28,175475.0,4958.25582910475
4993.63,253814.0,4963.561954739037
5005.9,196106.0,4969.912661528181
5006.02,139105.0,4975.328762298954
5000.47,121493.0,4979.099947954111
5056.65,186513.0,4990.732455760994
5198.71,966410.0,5021.929087396844
5097.93,224712.0,5033.329224287318
5020.01,308544.0,5031.33134064422
5104.1,385742.0,5042.246639547587
5070.33,180640.0,5046.459143615449
5110.58,232034.0,5056.077272073131
5123.85,220335.0,5066.243181262162
5150.11,272290.0,5078.823204072837
5089.8,189358.0,5080.469723461912
5077.32,353528.0,5079.9972649426245
5049.42,327126.0,5075.41067520123
5055.31,438176.0,5072.395573921046
4988.77,224646.0,5059.851737832889
4906.69,396810.0,5036.877477157956
4948.25,231869.0,5023.583355584262
4872.76,558492.0,5000.959852246622
4895.58,357681.0,4985.152874409629
4808.87,800189.0,4958.710443248184
4809.71,413904.0,4936.360376760957
4798.16,395487.0,4915.630320246813
4794.72,239070.0,4897.493772209791
4797.79,401478.0,4882.538206378322
4677.7,1079453.0,4851.812475421573
4615.43,533341.0,4816.355104108337
4601.62,912658.0,4784.144838492087
4550.8,587011.0,4749.143112718274
4506.26,1112908.0,4712.710645810533
4485.41,557851.0,4678.615548938953
4453.55,518358.0,4644.85571659811
4503.16,394002.0,4623.601359108394
4519.19,423415.0,4607.939655242135
4524.79,244783.0,4595.467206955815
4508.37,217446.0,4582.402625912442
4509.61,346764.0,4571.483732025576
4533.66,357303.0,4565.81017222174
4524.68,333873.0,4559.640646388479
4505.45,343698.0,4551.512049430206
4514.73,340257.0,4545.994742015675
4540.42,367571.0,4545.158530713324
4495.91,874564.0,4537.771251106325
4462.07,383124.0,4526.416063440375
4482.87,394391.0,4519.8841539243185
4515.29,453349.0,4519.195030835671
4552.43,300673.0,4524.18027621032
4535.82,479124.0,4525.926234778772
4531.53,278293.0,4526.766799561956
4554.75,302448.0,4530.964279627662
4551.45,321129.0,4534.037137683513
4601.99,435792.0,4544.230067030986
4585.56,473085.0,4550.429556976338
4534.81,408326.0,4548.086623429887
4579.68,304844.0,4552.8256299154045
4526.1,357295.0,4548.816785428094
4532.74,367638.0,4546.405267613879
4556.81,210753.0,4547.9659774717975
4553.08,498354.0,4548.733080851028
4576.95,330231.0,4552.965618723373
4614.52,358156.0,4562.198775914867
4554.01,390490.0,4560.970459527637
4534.08,230125.0,4556.936890598491
4516.56,543482.0,4550.8803570087175
4514.67,318564.0,4545.44880345741
4522.49,302015.0,4542.004982938798
4531.35,238131.0,4540.406735497978
4518.75,255764.0,4537.158225173282
4525.68,222750.0,4535.4364913972895
4545.36,368192.0,4536.925017687696
4550.35,518582.0,4538.938765034542
4557.18,445822.0,4541.67495027936
4577.94,292118.0,4547.114707737456
4594.39,196669.0,4554.2060015768375
4605.85,217179.0,4561.952601340312
4598.11,228881.0,4567.376211139265
4579.13,351045.0,4569.139279468375
4576.28,203004.0,4570.210387548119
4548.35,330082.0,4566.931329415901
4504.94,488909.0,4557.632630003515
4520.05,382794.0,4551.995235502988
4469.84,450526.0,4539.67195017754
4429.24,504625.0,4523.107157650908
4393.94,395359.0,4503.732084003272
4515.01,822845.0,4505.423771402781
4548.88,335012.0,4511.942205692364
4601.37,205763.0,4525.3563748385095
4628.76,282612.0,4540.866918612733
4661.65,385727.0,4558.9843808208225
4649.64,208210.0,4572.582723697699
4663.33,142336.0,4586.194815143044
4684.87,23883.0,4600.996092871587
4681.71,260394.0,4613.103178940849
4696.68,269650.0,4625.639702099722
4709.04,178375.0,4638.149746784764
4719.66,138652.0,4650.376284767049
4710.25,126069.0,4659.3573420519915
4692.36,129602.0,4664.307740744192
4688.06,72533.0,4667.870579632564
4696.02,109775.0,4672.092992687679
4663.61,123628.0,4670.820543784527
4691.69,182790.0,4673.950962216848
4789.36,363702.0,4691.2623178843205
4840.14,961054.0,4713.593970201672
4929.7,485597.0,4746.009874671421
4937.1,310152.0,4774.673393470708
4952.3,280497.0,4801.317384450102
4996.55,295686.0,4830.602276782586
5007.22,268095.0,4857.094935265198
4991.79,282713.0,4877.299194975418
4928.37,147976.0,4884.959815729105
