VWAP,Volume,EMA
1365.58,3010838.0,1365.58
1356.97,2029111.0,1364.2884999999999
1369.93,1803085.0,1365.134725
1372.28,1504382.0,1366.2065162499998
1370.26,1413825.0,1366.8145388125
1371.06,1241238.0,1367.4513579906247
1372.95,1866387.0,1368.2761542920312
1370.68,3282665.0,1368.6367311482265
1352.12,4401219.0,1366.1592214759926
1367.97,2373179.0,1366.4308382545937
1371.71,2007214.0,1367.2227125164045
1381.7,2646301.0,1369.394305638944
1349.63,2150027.0,1366.4296597931025
1347.12,1497314.0,1363.533210824137
1351.36,2118816.0,1361.7072292005164
1333.84,2196484.0,1357.527144820439
1315.69,1847879.0,1351.251573097373
1293.06,2824384.0,1342.522837132767
1259.93,2019964.0,1330.1339115628518
1275.72,3407211.0,1321.971824828424
1288.26,2338935.0,1316.9150511041603
1257.01,1563750.0,1307.9292934385362
1266.28,1493291.0,1301.6818994227558
1276.65,1570410.0,1297.9271145093423
1278.12,2370800.0,1294.9560473329411
1259.52,3596577.0,1289.6406402329999
1234.74,2664696.0,1281.40554419805
1203.05,3842775.0,1269.6522125683423
1170.17,5379592.0,1254.7298806830909
1165.2,2226887.0,1241.3003985806272
1161.29,3604480.0,1229.2988387935332
1169.99,3683701.0,1220.402512974503
1158.59,2082268.0,1211.1306360283274
1162.55,2209422.0,1203.8435406240783
1167.95,2211909.0,1198.4595095304667
1165.52,2594282.0,1193.5185831008966
1158.08,1839876.0,1188.202795635762
1139.3,2446528.0,1180.8673762903977
1131.73,1903339.0,1173.496769846838
1144.74,4003003.0,1169.1832543698124
1154.92,2343070.0,1167.0437662143406
1168.18,2546562.0,1167.2142012821896
1161.44,2028469.0,1166.3480710898612
1165.09,2029418.0,1166.159360426382
1184.2,2586918.0,1168.8654563624245
1196.0,2443384.0,1172.935637908061
1207.59,2469405.0,1178.1337922218518
1205.8,4470196.0,1182.283723388574
1208.96,1956198.0,1186.2851648802878
1207.2,2075066.0,1189.4223901482446
1213.1,1818732.0,1192.974031626008
1219.8,2172677.0,1196.9979268821066
1212.84,1015815.0,1199.3742378497907
1204.34,1389756.0,1200.119102172322
1207.02,1360260.0,1201.1542368464739
1211.52,1708865.0,1202.7091013195027
1221.02,1340045.0,1205.4557361215773
1222.57,2333102.0,1208.0228757033406
1231.82,2607580.0,1211.5924443478393
1235.35,1307304.0,1215.1560776956635
1231.41,1541188.0,1217.594166041314
1220.48,4753718.0,1218.027041135117
1233.24,3513667.0,1220.3089849648495
1244.17,1846359.0,1223.8881372201222
1244.32,2108081.0,1226.9529166371037
1251.6,4100467.0,1230.649979141538
1267.7,2427624.0,1236.2074822703073
1283.33,2647630.0,1243.275859929761
1271.96,1571371.0,1247.578480940297
1265.63,1643851.0,1250.2862087992523
1253.56,1900447.0,1250.7772774793643
1252.59,1588996.0,1251.0491858574596
1264.15,917769.0,1253.0143079788406
1265.72,1803955.0,1254.9201617820145
1268.82,1369297.0,1257.0051375147123
1268.92,2040166.0,1258.7923668875053
1283.55,3508112.0,1262.5060118543795
1329.3,6185862.0,1272.5251100762225
1330.4,2493657.0,1281.206343564789
1318.27,5629378.0,1286.7658920300705
1324.42,2364455.0,1292.4140082255599
1333.58,2313841.0,1298.588906991726
1382.09,5105293.0,1311.114070942967
1404.61,2335838.0,1325.1384603015217
1405.42,2491079.0,1337.1806912562936
1390.27,1776230.0,1345.1440875678495
1369.64,1881329.0,1348.818474432672
1377.34,1389300.0,1353.096703267771
1374.16,2516583.0,1356.2561977776054
1376.09,905086.0,1359.2312681109645
1393.96,1720070.0,1364.4405778943199
1403.03,2132678.0,1370.228991210172
1406.43,1476764.0,1375.659142528646
