VWAP,Volume,EMA
740.45,933031.0,740.45
737.67,704702.0,740.033
727.19,1752697.0,738.10655
728.11,852170.0,736.6070675
727.86,1244247.0,735.295007375
723.3,1521104.0,733.4957562687499
722.59,688243.0,731.8598928284374
724.39,651630.0,730.7394089041718
721.39,599763.0,729.3369975685459
720.07,563171.0,727.946947933264
722.54,727403.0,727.1359057432744
732.11,837121.0,727.8820198817832
729.34,624402.0,728.1007168995156
720.71,1316763.0,726.9921093645883
726.17,673449.0,726.8687929598999
724.26,1690647.0,726.4774740159149
717.93,1165270.0,725.1953529135276
716.65,1040351.0,723.9135499764984
707.41,1064436.0,721.4380174800236
713.93,2395442.0,720.3118148580202
714.0,991540.0,719.3650426293171
711.54,969963.0,718.1912862349195
709.24,873264.0,716.8485932996815
715.33,739338.0,716.6208043047293
718.46,1026628.0,716.8966836590199
714.41,905544.0,716.523681110167
705.77,970983.0,714.9106289436419
698.08,1158330.0,712.3860346020956
694.88,1501579.0,709.7601294117812
692.33,1119482.0,707.145610000014
693.66,974834.0,705.1227685000118
704.68,2111478.0,705.0563532250101
697.72,1018438.0,703.9559002412585
702.7,721243.0,703.7675152050697
711.09,776214.0,704.8658879243092
709.67,587643.0,705.5865047356629
703.36,960470.0,705.2525290253134
705.43,3695292.0,705.2791496715163
696.35,1113702.0,703.9397772207888
698.82,1160832.0,703.1718106376704
707.58,972962.0,703.8330390420199
714.89,797533.0,705.491583185717
723.95,947741.0,708.2603457078594
728.22,738748.0,711.2542938516806
722.7,916628.0,712.9711497739285
718.53,776167.0,713.8049773078392
718.89,702063.0,714.5677307116632
720.31,502380.0,715.4290711049138
714.32,1180651.0,715.2627104391767
710.59,1323608.0,714.5618038733
700.86,1235220.0,712.506533292305
700.51,1263116.0,710.7070532984592
699.91,966029.0,709.0874953036903
725.14,6009290.0,711.4953710081367
733.08,1783879.0,714.7330653569161
737.11,3725680.0,718.0896055533786
750.83,1664942.0,723.0006647203719
760.21,1261145.0,728.5820650123162
774.77,1438425.0,735.5102552604687
781.22,1189150.0,742.3667169713984
775.25,1001352.0,747.2992094256887
777.69,617459.0,751.8578280118354
785.76,1048005.0,756.9431538100602
788.89,652399.0,761.7351807385511
789.28,476497.0,765.8669036277684
788.44,968940.0,769.2528680836031
789.31,747655.0,772.2614378710625
787.96,803643.0,774.616222190403
786.93,658173.0,776.4632888618426
777.85,907649.0,776.6712955325662
780.23,1004449.0,777.2051012026812
762.9,1233831.0,775.059336022279
764.75,548104.0,773.5129356189371
768.44,826476.0,772.7519952760965
770.75,861728.0,772.451695984682
777.91,980266.0,773.2704415869797
788.11,961268.0,775.4963753489327
793.64,1171159.0,778.2179190465927
791.66,601270.0,780.2342311896037
797.6,2201928.0,782.8390965111631
797.5,703293.0,785.0382320344886
796.57,697200.0,786.7679972293153
795.15,774985.0,788.0252976449179
790.05,744002.0,788.3290029981802
814.78,3971089.0,792.2966525484532
814.49,1117198.0,795.6256546661851
805.11,835145.0,797.0483064662573
801.7,3168760.0,797.7460604963186
814.45,2697513.0,800.2516514218707
854.38,7652583.0,808.37090370859
864.61,3106263.0,816.8067681523015
862.1,1754715.0,823.6007529294563
861.56,1308412.0,829.2946399900379
855.82,1178858.0,833.2734439915323
864.57,1439299.0,837.9679273928025
847.55,988651.0,839.405238283882
840.92,806171.0,839.6324525412997
860.23,3022935.0,842.7220846601047
858.59,1131450.0,845.102271961089
856.23,914411.0,846.7714311669256
858.1,1394632.0,848.4707164918867
859.75,1226135.0,850.1626090181037
856.17,759030.0,851.0637176653881
847.13,2537154.0,850.4736600155799
844.91,2363769.0,849.6391110132429
842.86,1811594.0,848.6222443612564
827.56,1177214.0,845.462907707068
834.86,2167322.0,843.8724715510078
844.08,1435731.0,843.9036008183566
842.65,985928.0,843.7155606956031
845.61,1705168.0,843.9997265912626
853.68,1200820.0,845.4517676025732
855.77,1412514.0,846.9995024621873
859.9,952601.0,848.9345770928592
867.29,1381298.0,851.6878905289302
861.91,1230534.0,853.2212069495906
860.58,1149904.0,854.325025907152
864.06,873678.0,855.7852720210792
876.3,1940116.0,858.8624812179173
856.8,3203072.0,858.5531090352297
856.61,2365708.0,858.2616426799452
858.27,1454789.0,858.2628962779535
857.53,987812.0,858.1529618362605
842.78,1604731.0,855.8470175608214
837.71,1375222.0,853.1264649266982
835.09,887582.0,850.4209951876935
835.85,1106208.0,848.2353459095395
842.8,1252297.0,847.4200440231085
854.13,1704615.0,848.4265374196423
852.62,941390.0,849.0555568066959
840.05,909080.0,847.7047232856914
840.85,754694.0,846.6765147928377
840.15,360863.0,845.6975375739121
841.71,1105325.0,845.0994069378252
843.26,1145798.0,844.8234958971514
846.19,680778.0,845.0284715125787
849.15,782931.0,845.6467007856918
843.94,516482.0,845.390695667838
847.26,1482572.0,845.6710913176623
836.2,1149261.0,844.2504276200129
837.08,649996.0,843.174863477011
838.92,606053.0,842.5366339554593
846.21,604884.0,843.0876388621404
836.89,2025392.0,842.1579930328193
842.7,661741.0,842.2392940778964
843.01,705024.0,842.3548999662119
847.59,745626.0,843.1401649712801
868.21,3618782.0,846.9006402255881
858.74,3458930.0,848.6765441917498
855.86,901217.0,849.7540625629873
860.96,1039583.0,851.4349531785392
865.27,1795152.0,853.5102102017582
879.65,2812359.0,857.4311786714944
886.54,2205160.0,861.7975018707702
877.34,1104866.0,864.1288765901547
881.52,1084407.0,866.7375451016314
870.63,924868.0,867.3214133363867
869.5,1165593.0,867.6482013359287
879.44,1518828.0,869.4169711355394
892.27,2700627.0,872.8449254652085
901.55,2064298.0,877.1506866454272
891.92,1233749.0,879.3660836486131
880.81,1801983.0,879.5826711013211
878.73,817204.0,879.4547704361229
871.55,1183376.0,878.2690548707044
863.56,623081.0,876.0626966400987
861.69,749977.0,873.9067921440839
872.73,960117.0,873.7302733224712
