VWAP,Volume,EMA
1753.9,3652098.0,1753.9
1748.87,4184470.0,1753.1455
1761.93,2675212.0,1754.4631749999999
1749.02,3040209.0,1753.6466987499998
1764.48,3643187.0,1755.2716939374998
1769.19,1446690.0,1757.3594398468747
1758.81,2163825.0,1757.5770238698435
1771.61,1445942.0,1759.6819702893667
1771.08,2389142.0,1761.3916747459618
1769.82,1614893.0,1762.6559235340674
1777.96,2409292.0,1764.9515350039571
1794.89,2291602.0,1769.4423047533635
1767.03,2587909.0,1769.0804590403588
1745.73,3224839.0,1765.577890184305
1734.04,2936934.0,1760.8472066566592
1706.41,3539149.0,1752.68162565816
1704.6,2770110.0,1745.469381809436
1706.29,2080363.0,1739.5924745380207
1719.17,2343798.0,1736.5291033573176
1731.14,4395098.0,1735.72073785372
1740.08,5613386.0,1736.374627175662
1734.47,4119935.0,1736.0889330993125
1740.37,3626269.0,1736.7310931344155
1751.75,5186846.0,1738.9839291642531
1735.61,5202608.0,1738.477839789615
1724.22,6928316.0,1736.3391638211729
1702.24,4876144.0,1731.224289247997
1693.03,8978938.0,1725.4951458607975
1653.16,14138986.0,1714.6448739816778
1674.8,4692363.0,1708.668142884426
1663.74,3632063.0,1701.928921451762
1689.15,8928301.0,1700.0120832339976
1693.04,4463937.0,1698.9662707488978
1702.58,1805180.0,1699.508330136563
1701.16,3326099.0,1699.7560806160784
1690.05,5642151.0,1698.3001685236666
1693.74,5480609.0,1697.6161432451165
1704.98,2837204.0,1698.720721758349
1698.26,2371652.0,1698.6516134945966
1714.82,2821000.0,1701.076871470407
1732.64,3565755.0,1705.8113407498458
1745.51,2436866.0,1711.7661396373687
1753.45,2526350.0,1718.0187186917633
1754.66,1557355.0,1723.514910887999
1760.38,1253171.0,1729.044674254799
1840.07,9293763.0,1745.698473116579
1843.31,3408713.0,1760.340202149092
1853.9,2924116.0,1774.3741718267281
1885.09,10354299.0,1790.9815460527188
1895.23,2972721.0,1806.618814144811
1883.02,1876656.0,1818.0789920230893
1893.4,2322777.0,1829.3771432196259
1896.19,1671341.0,1839.399071736682
1889.73,2017406.0,1846.9487109761794
1888.53,4738419.0,1853.1859043297522
1874.35,3159518.0,1856.3605186802893
1899.5,5061293.0,1862.8314408782458
1922.97,4367612.0,1871.852224746509
1917.97,4605771.0,1878.7698910345325
1924.86,3449007.0,1885.6834073793527
1936.26,3451579.0,1893.2698962724498
1951.72,3484218.0,1902.0374118315824
1960.15,3870941.0,1910.754300056845
1960.25,3623075.0,1918.1786550483182
1951.73,3912439.0,1923.2113567910706
1962.48,4411824.0,1929.10165327241
1955.17,3217081.0,1933.0119052815485
1968.52,2971692.0,1938.338119489316
1959.78,4569497.0,1941.5544015659189
1913.55,5482017.0,1937.353741331031
1924.26,4145228.0,1935.3896801313763
1933.16,3946927.0,1935.0552281116697
1940.98,3400880.0,1935.9439438949191
1923.76,4335524.0,1934.1163523106811
1920.52,3557537.0,1932.076899464079
1922.15,5966757.0,1930.587864544467
1937.38,3295412.0,1931.606684862797
1957.88,3775509.0,1935.5476821333775
1968.89,7429705.0,1940.549029813371
2008.64,88598126.0,1950.7626753413654
1940.85,5967432.0,1949.2757740401605
1939.15,3558072.0,1947.7569079341363
1938.24,2405909.0,1946.3293717440156
1949.21,4112841.0,1946.7614659824133
1945.19,3100414.0,1946.5257460850512
1902.83,5491614.0,1939.9713841722933
1875.25,14196924.0,1930.2631765464491
1875.96,2815173.0,1922.1177000644818
1861.16,9561827.0,1912.9740450548095
1856.22,5578543.0,1904.460938296588
1845.67,4838188.0,1895.6422975520998
1847.35,3197657.0,1888.3984529192846
1829.12,7609913.0,1879.5066849813918
1830.74,4622905.0,1872.1916822341832
1843.41,2399108.0,1867.8744298990557
1837.58,3428210.0,1863.3302654141974
1835.29,2584063.0,1859.1242256020678
1825.18,2213679.0,1854.0325917617577
1835.56,2138665.0,1851.261702997494
1839.86,5339982.0,1849.5514475478699
1842.36,3934720.0,1848.4727304156895
1847.48,3208540.0,1848.3238208533362
1852.49,6575587.0,1848.9487477253356
1859.88,3119185.0,1850.5884355665353
1872.78,3654241.0,1853.9171702315548
1863.32,2076544.0,1855.3275946968215
1856.32,3437542.0,1855.476455492298
1879.81,4096757.0,1859.1264871684534
1880.14,4355083.0,1862.2785140931853
1882.81,5265370.0,1865.3582369792075
1871.68,7131916.0,1866.3065014323263
1884.57,3329856.0,1869.0460262174774
1892.48,5795645.0,1872.5611222848559
1906.02,3377787.0,1877.5799539421275
1935.69,9305585.0,1886.2964608508082
1969.47,3849750.0,1898.772491723187
1905.36,7033093.0,1899.7606179647087
1878.76,7944916.0,1896.6105252700022
1890.71,2462073.0,1895.725446479502
1877.21,6290001.0,1892.9481295075766
1875.17,2302033.0,1890.28141008144
1857.23,4025207.0,1885.323698569224
1850.29,4467942.0,1880.0686437838403
1827.3,4180451.0,1872.1533472162644
1817.28,7015292.0,1863.9223451338248
1828.93,5443532.0,1858.673493363751
1831.31,3708310.0,1854.5689693591883
1831.9,4089623.0,1851.16862395531
1826.3,2624324.0,1847.4383303620134
1810.25,5112099.0,1841.8600808077113
1788.4,4265616.0,1833.8410686865545
1794.58,3299919.0,1827.9519083835712
1783.7,1883940.0,1821.3141221260355
1774.21,5131739.0,1814.2485038071302
1760.15,4113292.0,1806.1337282360607
1760.41,3955468.0,1799.2751690006517
1764.86,3328812.0,1794.1128936505538
1768.63,3338285.0,1790.2904596029707
1784.25,4123791.0,1789.3843906625252
1778.33,2043350.0,1787.7262320631462
1787.84,1980536.0,1787.7432972536742
1789.7,2708692.0,1788.0368026656229
1782.65,2595896.0,1787.2287822657795
1765.09,8314010.0,1783.9079649259127
1768.46,2695210.0,1781.5907701870258
